Monat,Verbraucherpreisindex,Produktgruppe
2011-01-01,101,Gesamt
2011-02-01,101.7,Gesamt
2011-03-01,102.9,Gesamt
2011-04-01,103.4,Gesamt
2011-05-01,103.5,Gesamt
2011-06-01,103.5,Gesamt
2011-07-01,103.3,Gesamt
2011-08-01,103.5,Gesamt
2011-09-01,103.9,Gesamt
2011-10-01,104,Gesamt
2011-11-01,104.1,Gesamt
2011-12-01,104.3,Gesamt
2012-01-01,103.8,Gesamt
2012-02-01,104.3,Gesamt
2012-03-01,105.4,Gesamt
2012-04-01,105.8,Gesamt
2012-05-01,105.7,Gesamt
2012-06-01,105.8,Gesamt
2012-07-01,105.5,Gesamt
2012-08-01,105.8,Gesamt
2012-09-01,106.7,Gesamt
2012-10-01,106.9,Gesamt
2012-11-01,107,Gesamt
2012-12-01,107.2,Gesamt
2013-01-01,106.6,Gesamt
2013-02-01,106.9,Gesamt
2013-03-01,107.8,Gesamt
2013-04-01,107.9,Gesamt
2013-05-01,108.1,Gesamt
2013-06-01,108.1,Gesamt
2013-07-01,107.6,Gesamt
2013-08-01,107.7,Gesamt
2013-09-01,108.5,Gesamt
2013-10-01,108.4,Gesamt
2013-11-01,108.5,Gesamt
2013-12-01,109.2,Gesamt
2014-01-01,108.3,Gesamt
2014-02-01,108.5,Gesamt
2014-03-01,109.6,Gesamt
2014-04-01,109.7,Gesamt
2014-05-01,110,Gesamt
2014-06-01,110.1,Gesamt
2014-07-01,109.5,Gesamt
2014-08-01,109.5,Gesamt
2014-09-01,110.2,Gesamt
2014-10-01,110.1,Gesamt
2014-11-01,110.3,Gesamt
2014-12-01,110.3,Gesamt
2015-01-01,109.1,Gesamt
2015-02-01,109.4,Gesamt
2015-03-01,110.7,Gesamt
2015-04-01,110.8,Gesamt
2015-05-01,111.1,Gesamt
2015-06-01,111.2,Gesamt
2015-07-01,110.8,Gesamt
2015-08-01,110.6,Gesamt
2015-09-01,111,Gesamt
2015-10-01,110.9,Gesamt
2015-11-01,111,Gesamt
2015-12-01,111.4,Gesamt
2016-01-01,110.4786,Gesamt
2016-02-01,110.5893,Gesamt
2016-03-01,111.4749,Gesamt
2016-04-01,111.4749,Gesamt
2016-05-01,111.807,Gesamt
2016-06-01,111.9177,Gesamt
2016-07-01,111.4749,Gesamt
2016-08-01,111.2535,Gesamt
2016-09-01,112.0284,Gesamt
2016-10-01,112.3605,Gesamt
2016-11-01,112.4712,Gesamt
2016-12-01,113.0247,Gesamt
2017-01-01,112.6926,Gesamt
2017-02-01,113.0247,Gesamt
2017-03-01,113.5782,Gesamt
2017-04-01,113.7996,Gesamt
2017-05-01,113.9103,Gesamt
2017-06-01,114.021,Gesamt
2017-07-01,113.6889,Gesamt
2017-08-01,113.5782,Gesamt
2017-09-01,114.6852,Gesamt
2017-10-01,114.7959,Gesamt
2017-11-01,115.0173,Gesamt
2017-12-01,115.4601,Gesamt
2018-01-01,114.6852,Gesamt
2018-02-01,115.0173,Gesamt
2018-03-01,115.6815,Gesamt
2018-04-01,115.9029,Gesamt
2018-05-01,116.1243,Gesamt
2018-06-01,116.3457,Gesamt
2018-07-01,116.1243,Gesamt
2018-08-01,116.1243,Gesamt
2018-09-01,117.0099,Gesamt
2018-10-01,117.342,Gesamt
2018-11-01,117.5634,Gesamt
2018-12-01,117.6741,Gesamt
2019-01-01,116.7885,Gesamt
2019-02-01,116.7885,Gesamt
2019-03-01,117.7848,Gesamt
2019-04-01,117.8955,Gesamt
2019-05-01,118.1169,Gesamt
2019-06-01,118.2276,Gesamt
2019-07-01,117.7848,Gesamt
2019-08-01,117.8955,Gesamt
2019-09-01,118.449,Gesamt
2019-10-01,118.6704,Gesamt
2019-11-01,118.8918,Gesamt
2019-12-01,119.6667,Gesamt
2020-01-01,119.1132,Gesamt
2020-02-01,119.3346,Gesamt
2020-03-01,119.6667,Gesamt
2020-04-01,119.6667,Gesamt
2020-05-01,118.8918,Gesamt
2020-06-01,119.556,Gesamt
2020-07-01,119.7774,Gesamt
2020-08-01,119.556,Gesamt
2020-09-01,120.1095,Gesamt
2020-10-01,120.2202,Gesamt
2020-11-01,120.4416,Gesamt
2020-12-01,121.1058,Gesamt
2021-01-01,120.1594,Gesamt
2021-02-01,120.7584,Gesamt
2021-03-01,122.0762,Gesamt
2021-04-01,121.9564,Gesamt
2021-05-01,122.3158,Gesamt
2021-06-01,122.9148,Gesamt
2021-07-01,123.2742,Gesamt
2021-08-01,123.394,Gesamt
2021-09-01,123.993,Gesamt
2021-10-01,124.7118,Gesamt
2021-11-01,125.5504,Gesamt
2021-12-01,126.2692,Gesamt
2022-01-01,126.1494,Gesamt
2022-02-01,127.7068,Gesamt
2022-03-01,130.3424,Gesamt
2022-04-01,130.7018,Gesamt
2022-05-01,131.78,Gesamt
2022-06-01,133.577,Gesamt
2022-07-01,134.8948,Gesamt
2022-08-01,134.8948,Gesamt
2022-09-01,137.171,Gesamt
2022-10-01,138.4888,Gesamt
2022-11-01,138.8482,Gesamt
2022-12-01,139.0878,Gesamt
2023-01-01,140.2858,Gesamt
2023-02-01,141.6036,Gesamt
2023-03-01,142.3224,Gesamt
2023-04-01,143.2808,Gesamt
2023-05-01,143.5204,Gesamt
2023-06-01,144.2392,Gesamt
2023-07-01,144.359,Gesamt
2011-01-01,103,Alkoholische Getränke und Tabak
2011-02-01,103.8,Alkoholische Getränke und Tabak
2011-03-01,104,Alkoholische Getränke und Tabak
2011-04-01,104.1,Alkoholische Getränke und Tabak
2011-05-01,104.2,Alkoholische Getränke und Tabak
2011-06-01,104.2,Alkoholische Getränke und Tabak
2011-07-01,104.6,Alkoholische Getränke und Tabak
2011-08-01,104.6,Alkoholische Getränke und Tabak
2011-09-01,104.4,Alkoholische Getränke und Tabak
2011-10-01,104.5,Alkoholische Getränke und Tabak
2011-11-01,104,Alkoholische Getränke und Tabak
2011-12-01,104.2,Alkoholische Getränke und Tabak
2012-01-01,105.8,Alkoholische Getränke und Tabak
2012-02-01,106.3,Alkoholische Getränke und Tabak
2012-03-01,106.6,Alkoholische Getränke und Tabak
2012-04-01,106.6,Alkoholische Getränke und Tabak
2012-05-01,106.9,Alkoholische Getränke und Tabak
2012-06-01,106.7,Alkoholische Getränke und Tabak
2012-07-01,106.7,Alkoholische Getränke und Tabak
2012-08-01,107,Alkoholische Getränke und Tabak
2012-09-01,106.8,Alkoholische Getränke und Tabak
2012-10-01,107,Alkoholische Getränke und Tabak
2012-11-01,107,Alkoholische Getränke und Tabak
2012-12-01,106.7,Alkoholische Getränke und Tabak
2013-01-01,107.4,Alkoholische Getränke und Tabak
2013-02-01,107.4,Alkoholische Getränke und Tabak
2013-03-01,110.3,Alkoholische Getränke und Tabak
2013-04-01,111.1,Alkoholische Getränke und Tabak
2013-05-01,110.9,Alkoholische Getränke und Tabak
2013-06-01,111.1,Alkoholische Getränke und Tabak
2013-07-01,111.1,Alkoholische Getränke und Tabak
2013-08-01,111.3,Alkoholische Getränke und Tabak
2013-09-01,111,Alkoholische Getränke und Tabak
2013-10-01,111,Alkoholische Getränke und Tabak
2013-11-01,111,Alkoholische Getränke und Tabak
2013-12-01,111.1,Alkoholische Getränke und Tabak
2014-01-01,111.3,Alkoholische Getränke und Tabak
2014-02-01,111.2,Alkoholische Getränke und Tabak
2014-03-01,114.2,Alkoholische Getränke und Tabak
2014-04-01,115,Alkoholische Getränke und Tabak
2014-05-01,115.3,Alkoholische Getränke und Tabak
2014-06-01,115.4,Alkoholische Getränke und Tabak
2014-07-01,115.7,Alkoholische Getränke und Tabak
2014-08-01,115.5,Alkoholische Getränke und Tabak
2014-09-01,115.2,Alkoholische Getränke und Tabak
2014-10-01,115.5,Alkoholische Getränke und Tabak
2014-11-01,115.5,Alkoholische Getränke und Tabak
2014-12-01,115.8,Alkoholische Getränke und Tabak
2015-01-01,115.8,Alkoholische Getränke und Tabak
2015-02-01,116.4,Alkoholische Getränke und Tabak
2015-03-01,117.4,Alkoholische Getränke und Tabak
2015-04-01,118.5,Alkoholische Getränke und Tabak
2015-05-01,118.5,Alkoholische Getränke und Tabak
2015-06-01,119.1,Alkoholische Getränke und Tabak
2015-07-01,119.1,Alkoholische Getränke und Tabak
2015-08-01,118.7,Alkoholische Getränke und Tabak
2015-09-01,118.8,Alkoholische Getränke und Tabak
2015-10-01,119,Alkoholische Getränke und Tabak
2015-11-01,118.7,Alkoholische Getränke und Tabak
2015-12-01,118.9,Alkoholische Getränke und Tabak
2016-01-01,118.714633333333,Alkoholische Getränke und Tabak
2016-02-01,118.951116666667,Alkoholische Getränke und Tabak
2016-03-01,119.305841666667,Alkoholische Getränke und Tabak
2016-04-01,120.488258333333,Alkoholische Getränke und Tabak
2016-05-01,120.6065,Alkoholische Getränke und Tabak
2016-06-01,120.370016666667,Alkoholische Getränke und Tabak
2016-07-01,120.015291666667,Alkoholische Getränke und Tabak
2016-08-01,120.251775,Alkoholische Getränke und Tabak
2016-09-01,120.251775,Alkoholische Getränke und Tabak
2016-10-01,120.488258333333,Alkoholische Getränke und Tabak
2016-11-01,120.488258333333,Alkoholische Getränke und Tabak
2016-12-01,120.251775,Alkoholische Getränke und Tabak
2017-01-01,120.842983333333,Alkoholische Getränke und Tabak
2017-02-01,121.434191666667,Alkoholische Getränke und Tabak
2017-03-01,121.670675,Alkoholische Getränke und Tabak
2017-04-01,124.271991666667,Alkoholische Getränke und Tabak
2017-05-01,124.626716666667,Alkoholische Getränke und Tabak
2017-06-01,124.981441666667,Alkoholische Getränke und Tabak
2017-07-01,124.981441666667,Alkoholische Getränke und Tabak
2017-08-01,124.744958333333,Alkoholische Getränke und Tabak
2017-09-01,124.626716666667,Alkoholische Getränke und Tabak
2017-10-01,124.981441666667,Alkoholische Getränke und Tabak
2017-11-01,124.626716666667,Alkoholische Getränke und Tabak
2017-12-01,124.8632,Alkoholische Getränke und Tabak
2018-01-01,126.755066666667,Alkoholische Getränke und Tabak
2018-02-01,126.873308333333,Alkoholische Getränke und Tabak
2018-03-01,128.173966666667,Alkoholische Getränke und Tabak
2018-04-01,127.937483333333,Alkoholische Getränke und Tabak
2018-05-01,127.937483333333,Alkoholische Getränke und Tabak
2018-06-01,129.474625,Alkoholische Getränke und Tabak
2018-07-01,129.592866666667,Alkoholische Getränke und Tabak
2018-08-01,129.711108333333,Alkoholische Getränke und Tabak
2018-09-01,129.474625,Alkoholische Getränke und Tabak
2018-10-01,129.592866666667,Alkoholische Getränke und Tabak
2018-11-01,129.238141666667,Alkoholische Getränke und Tabak
2018-12-01,129.356383333333,Alkoholische Getränke und Tabak
2019-01-01,129.001658333333,Alkoholische Getränke und Tabak
2019-02-01,129.238141666667,Alkoholische Getränke und Tabak
2019-03-01,130.184075,Alkoholische Getränke und Tabak
2019-04-01,129.82935,Alkoholische Getränke und Tabak
2019-05-01,129.592866666667,Alkoholische Getränke und Tabak
2019-06-01,130.065833333333,Alkoholische Getränke und Tabak
2019-07-01,130.302316666667,Alkoholische Getränke und Tabak
2019-08-01,130.184075,Alkoholische Getränke und Tabak
2019-09-01,130.302316666667,Alkoholische Getränke und Tabak
2019-10-01,130.302316666667,Alkoholische Getränke und Tabak
2019-11-01,130.420558333333,Alkoholische Getränke und Tabak
2019-12-01,129.947591666667,Alkoholische Getränke und Tabak
2020-01-01,130.893525,Alkoholische Getränke und Tabak
2020-02-01,131.484733333333,Alkoholische Getränke und Tabak
2020-03-01,131.24825,Alkoholische Getränke und Tabak
2020-04-01,132.194183333333,Alkoholische Getränke und Tabak
2020-05-01,131.130008333333,Alkoholische Getränke und Tabak
2020-06-01,131.24825,Alkoholische Getränke und Tabak
2020-07-01,130.657041666667,Alkoholische Getränke und Tabak
2020-08-01,131.24825,Alkoholische Getränke und Tabak
2020-09-01,131.366491666667,Alkoholische Getränke und Tabak
2020-10-01,133.021875,Alkoholische Getränke und Tabak
2020-11-01,132.903633333333,Alkoholische Getränke und Tabak
2020-12-01,130.657041666667,Alkoholische Getränke und Tabak
2021-01-01,132.819484680556,Alkoholische Getränke und Tabak
2021-02-01,132.293466919444,Alkoholische Getränke und Tabak
2021-03-01,133.871520202778,Alkoholische Getränke und Tabak
2021-04-01,133.871520202778,Alkoholische Getränke und Tabak
2021-05-01,134.660546844444,Alkoholische Getränke und Tabak
2021-06-01,135.186564605556,Alkoholische Getränke und Tabak
2021-07-01,135.712582366667,Alkoholische Getränke und Tabak
2021-08-01,135.581077926389,Alkoholische Getränke und Tabak
2021-09-01,135.712582366667,Alkoholische Getränke und Tabak
2021-10-01,135.318069045833,Alkoholische Getränke und Tabak
2021-11-01,135.844086806944,Alkoholische Getränke und Tabak
2021-12-01,134.923555725,Alkoholische Getränke und Tabak
2022-01-01,135.581077926389,Alkoholische Getränke und Tabak
2022-02-01,135.581077926389,Alkoholische Getränke und Tabak
2022-03-01,136.896122329167,Alkoholische Getränke und Tabak
2022-04-01,138.342671172222,Alkoholische Getränke und Tabak
2022-05-01,139.526211134722,Alkoholische Getränke und Tabak
2022-06-01,140.8412555375,Alkoholische Getränke und Tabak
2022-07-01,141.104264418056,Alkoholische Getränke und Tabak
2022-08-01,141.104264418056,Alkoholische Getränke und Tabak
2022-09-01,140.8412555375,Alkoholische Getränke und Tabak
2022-10-01,140.8412555375,Alkoholische Getränke und Tabak
2022-11-01,141.235768858333,Alkoholische Getränke und Tabak
2022-12-01,141.367273298611,Alkoholische Getränke und Tabak
2023-01-01,141.630282179167,Alkoholische Getränke und Tabak
2023-02-01,145.180902066667,Alkoholische Getränke und Tabak
2023-03-01,147.021964230556,Alkoholische Getränke und Tabak
2023-04-01,149.389044155556,Alkoholische Getränke und Tabak
2023-05-01,148.863026394444,Alkoholische Getränke und Tabak
2023-06-01,150.046566356944,Alkoholische Getränke und Tabak
2023-07-01,150.441079677778,Alkoholische Getränke und Tabak
2011-01-01,92.8,Bekleidung und Schuhe
2011-02-01,96.3,Bekleidung und Schuhe
2011-03-01,106.6,Bekleidung und Schuhe
2011-04-01,108.2,Bekleidung und Schuhe
2011-05-01,107.8,Bekleidung und Schuhe
2011-06-01,105.3,Bekleidung und Schuhe
2011-07-01,91.5,Bekleidung und Schuhe
2011-08-01,94,Bekleidung und Schuhe
2011-09-01,106.2,Bekleidung und Schuhe
2011-10-01,108.9,Bekleidung und Schuhe
2011-11-01,109.6,Bekleidung und Schuhe
2011-12-01,108.3,Bekleidung und Schuhe
2012-01-01,93.8,Bekleidung und Schuhe
2012-02-01,95,Bekleidung und Schuhe
2012-03-01,107.3,Bekleidung und Schuhe
2012-04-01,110.2,Bekleidung und Schuhe
2012-05-01,109.8,Bekleidung und Schuhe
2012-06-01,105.7,Bekleidung und Schuhe
2012-07-01,92.8,Bekleidung und Schuhe
2012-08-01,93.6,Bekleidung und Schuhe
2012-09-01,109.9,Bekleidung und Schuhe
2012-10-01,111.7,Bekleidung und Schuhe
2012-11-01,112.2,Bekleidung und Schuhe
2012-12-01,109.8,Bekleidung und Schuhe
2013-01-01,95.9,Bekleidung und Schuhe
2013-02-01,96.7,Bekleidung und Schuhe
2013-03-01,108.3,Bekleidung und Schuhe
2013-04-01,109.2,Bekleidung und Schuhe
2013-05-01,109.5,Bekleidung und Schuhe
2013-06-01,105.1,Bekleidung und Schuhe
2013-07-01,91.8,Bekleidung und Schuhe
2013-08-01,94.4,Bekleidung und Schuhe
2013-09-01,111.1,Bekleidung und Schuhe
2013-10-01,112.6,Bekleidung und Schuhe
2013-11-01,113,Bekleidung und Schuhe
2013-12-01,113,Bekleidung und Schuhe
2014-01-01,95.8,Bekleidung und Schuhe
2014-02-01,95.3,Bekleidung und Schuhe
2014-03-01,108.1,Bekleidung und Schuhe
2014-04-01,109.5,Bekleidung und Schuhe
2014-05-01,109.3,Bekleidung und Schuhe
2014-06-01,105.5,Bekleidung und Schuhe
2014-07-01,92.3,Bekleidung und Schuhe
2014-08-01,93.3,Bekleidung und Schuhe
2014-09-01,108.4,Bekleidung und Schuhe
2014-10-01,111.2,Bekleidung und Schuhe
2014-11-01,111.8,Bekleidung und Schuhe
2014-12-01,111,Bekleidung und Schuhe
2015-01-01,94.7,Bekleidung und Schuhe
2015-02-01,93.7,Bekleidung und Schuhe
2015-03-01,107.9,Bekleidung und Schuhe
2015-04-01,109.8,Bekleidung und Schuhe
2015-05-01,109.6,Bekleidung und Schuhe
2015-06-01,106.1,Bekleidung und Schuhe
2015-07-01,92.4,Bekleidung und Schuhe
2015-08-01,93.9,Bekleidung und Schuhe
2015-09-01,109.6,Bekleidung und Schuhe
2015-10-01,112,Bekleidung und Schuhe
2015-11-01,112.3,Bekleidung und Schuhe
2015-12-01,111.4,Bekleidung und Schuhe
2016-01-01,97.1385,Bekleidung und Schuhe
2016-02-01,95.57175,Bekleidung und Schuhe
2016-03-01,108.52355,Bekleidung und Schuhe
2016-04-01,110.19475,Bekleidung und Schuhe
2016-05-01,109.77695,Bekleidung und Schuhe
2016-06-01,107.3746,Bekleidung und Schuhe
2016-07-01,94.2139,Bekleidung und Schuhe
2016-08-01,91.60265,Bekleidung und Schuhe
2016-09-01,109.35915,Bekleidung und Schuhe
2016-10-01,112.49265,Bekleidung und Schuhe
2016-11-01,113.74605,Bekleidung und Schuhe
2016-12-01,112.5971,Bekleidung und Schuhe
2017-01-01,98.91415,Bekleidung und Schuhe
2017-02-01,96.3029,Bekleidung und Schuhe
2017-03-01,110.40365,Bekleidung und Schuhe
2017-04-01,111.03035,Bekleidung und Schuhe
2017-05-01,111.44815,Bekleidung und Schuhe
2017-06-01,108.31465,Bekleidung und Schuhe
2017-07-01,93.48275,Bekleidung und Schuhe
2017-08-01,92.64715,Bekleidung und Schuhe
2017-09-01,112.91045,Bekleidung und Schuhe
2017-10-01,115.1039,Bekleidung und Schuhe
2017-11-01,116.04395,Bekleidung und Schuhe
2017-12-01,114.4772,Bekleidung und Schuhe
2018-01-01,99.4364,Bekleidung und Schuhe
2018-02-01,98.6008,Bekleidung und Schuhe
2018-03-01,111.23925,Bekleidung und Schuhe
2018-04-01,112.70155,Bekleidung und Schuhe
2018-05-01,111.7615,Bekleidung und Schuhe
2018-06-01,109.35915,Bekleidung und Schuhe
2018-07-01,94.31835,Bekleidung und Schuhe
2018-08-01,92.3338,Bekleidung und Schuhe
2018-09-01,112.3882,Bekleidung und Schuhe
2018-10-01,114.79055,Bekleidung und Schuhe
2018-11-01,115.7306,Bekleidung und Schuhe
2018-12-01,115.41725,Bekleidung und Schuhe
2019-01-01,100.6898,Bekleidung und Schuhe
2019-02-01,97.5563,Bekleidung und Schuhe
2019-03-01,112.1793,Bekleidung und Schuhe
2019-04-01,113.0149,Bekleidung und Schuhe
2019-05-01,113.2238,Bekleidung und Schuhe
2019-06-01,109.0458,Bekleidung und Schuhe
2019-07-01,95.2584,Bekleidung und Schuhe
2019-08-01,94.73615,Bekleidung und Schuhe
2019-09-01,113.4327,Bekleidung und Schuhe
2019-10-01,116.67065,Bekleidung und Schuhe
2019-11-01,116.46175,Bekleidung und Schuhe
2019-12-01,116.46175,Bekleidung und Schuhe
2020-01-01,102.7788,Bekleidung und Schuhe
2020-02-01,99.12305,Bekleidung und Schuhe
2020-03-01,112.49265,Bekleidung und Schuhe
2020-04-01,113.0149,Bekleidung und Schuhe
2020-05-01,110.19475,Bekleidung und Schuhe
2020-06-01,107.1657,Bekleidung und Schuhe
2020-07-01,98.49635,Bekleidung und Schuhe
2020-08-01,93.5872,Bekleidung und Schuhe
2020-09-01,112.91045,Bekleidung und Schuhe
2020-10-01,116.1484,Bekleidung und Schuhe
2020-11-01,116.25285,Bekleidung und Schuhe
2020-12-01,114.99945,Bekleidung und Schuhe
2021-01-01,104.637940366667,Bekleidung und Schuhe
2021-02-01,96.638758975,Bekleidung und Schuhe
2021-03-01,110.691374933333,Bekleidung und Schuhe
2021-04-01,113.069509941667,Bekleidung und Schuhe
2021-05-01,112.745218804167,Bekleidung und Schuhe
2021-06-01,111.664248345833,Bekleidung und Schuhe
2021-07-01,100.8545437625,Bekleidung und Schuhe
2021-08-01,96.3144678375,Bekleidung und Schuhe
2021-09-01,113.069509941667,Bekleidung und Schuhe
2021-10-01,115.015256766667,Bekleidung und Schuhe
2021-11-01,115.880033133333,Bekleidung und Schuhe
2021-12-01,115.231450858333,Bekleidung und Schuhe
2022-01-01,103.665066954167,Bekleidung und Schuhe
2022-02-01,102.259805358333,Bekleidung und Schuhe
2022-03-01,110.799471979167,Bekleidung und Schuhe
2022-04-01,114.582868583333,Bekleidung und Schuhe
2022-05-01,114.042383354167,Bekleidung und Schuhe
2022-06-01,112.5290247125,Bekleidung und Schuhe
2022-07-01,100.962640808333,Bekleidung und Schuhe
2022-08-01,97.28734125,Bekleidung und Schuhe
2022-09-01,112.312830620833,Bekleidung und Schuhe
2022-10-01,119.447235645833,Bekleidung und Schuhe
2022-11-01,121.068691333333,Bekleidung und Schuhe
2022-12-01,121.176788379167,Bekleidung und Schuhe
2023-01-01,110.25898675,Bekleidung und Schuhe
2023-02-01,108.421336970833,Bekleidung und Schuhe
2023-03-01,118.582459279167,Bekleidung und Schuhe
2023-04-01,120.852497241667,Bekleidung und Schuhe
2023-05-01,121.068691333333,Bekleidung und Schuhe
2023-06-01,119.771526783333,Bekleidung und Schuhe
2023-07-01,107.880851741667,Bekleidung und Schuhe
2011-01-01,101.8,Erziehung und Unterricht
2011-02-01,102.2,Erziehung und Unterricht
2011-03-01,102.5,Erziehung und Unterricht
2011-04-01,102.5,Erziehung und Unterricht
2011-05-01,102.6,Erziehung und Unterricht
2011-06-01,102.6,Erziehung und Unterricht
2011-07-01,102.6,Erziehung und Unterricht
2011-08-01,102.7,Erziehung und Unterricht
2011-09-01,107.1,Erziehung und Unterricht
2011-10-01,107.2,Erziehung und Unterricht
2011-11-01,107.3,Erziehung und Unterricht
2011-12-01,107.4,Erziehung und Unterricht
2012-01-01,107.6,Erziehung und Unterricht
2012-02-01,107.2,Erziehung und Unterricht
2012-03-01,107.2,Erziehung und Unterricht
2012-04-01,107.3,Erziehung und Unterricht
2012-05-01,107.3,Erziehung und Unterricht
2012-06-01,107.3,Erziehung und Unterricht
2012-07-01,108,Erziehung und Unterricht
2012-08-01,108.3,Erziehung und Unterricht
2012-09-01,110.1,Erziehung und Unterricht
2012-10-01,111,Erziehung und Unterricht
2012-11-01,111,Erziehung und Unterricht
2012-12-01,111.1,Erziehung und Unterricht
2013-01-01,111.2,Erziehung und Unterricht
2013-02-01,110.3,Erziehung und Unterricht
2013-03-01,112.7,Erziehung und Unterricht
2013-04-01,112.9,Erziehung und Unterricht
2013-05-01,112.8,Erziehung und Unterricht
2013-06-01,112.8,Erziehung und Unterricht
2013-07-01,113.4,Erziehung und Unterricht
2013-08-01,114,Erziehung und Unterricht
2013-09-01,115,Erziehung und Unterricht
2013-10-01,114.5,Erziehung und Unterricht
2013-11-01,114.6,Erziehung und Unterricht
2013-12-01,114.7,Erziehung und Unterricht
2014-01-01,114.9,Erziehung und Unterricht
2014-02-01,115.2,Erziehung und Unterricht
2014-03-01,115.3,Erziehung und Unterricht
2014-04-01,115.4,Erziehung und Unterricht
2014-05-01,115.5,Erziehung und Unterricht
2014-06-01,115.5,Erziehung und Unterricht
2014-07-01,116.4,Erziehung und Unterricht
2014-08-01,116.6,Erziehung und Unterricht
2014-09-01,117.1,Erziehung und Unterricht
2014-10-01,117.8,Erziehung und Unterricht
2014-11-01,117.8,Erziehung und Unterricht
2014-12-01,118,Erziehung und Unterricht
2015-01-01,118.4,Erziehung und Unterricht
2015-02-01,118.5,Erziehung und Unterricht
2015-03-01,118.5,Erziehung und Unterricht
2015-04-01,118.8,Erziehung und Unterricht
2015-05-01,118.9,Erziehung und Unterricht
2015-06-01,118.9,Erziehung und Unterricht
2015-07-01,119.7,Erziehung und Unterricht
2015-08-01,119.8,Erziehung und Unterricht
2015-09-01,119.8,Erziehung und Unterricht
2015-10-01,119.9,Erziehung und Unterricht
2015-11-01,119.9,Erziehung und Unterricht
2015-12-01,120.1,Erziehung und Unterricht
2016-01-01,120.2208,Erziehung und Unterricht
2016-02-01,120.5786,Erziehung und Unterricht
2016-03-01,119.982266666667,Erziehung und Unterricht
2016-04-01,120.101533333333,Erziehung und Unterricht
2016-05-01,120.101533333333,Erziehung und Unterricht
2016-06-01,120.101533333333,Erziehung und Unterricht
2016-07-01,120.9364,Erziehung und Unterricht
2016-08-01,120.9364,Erziehung und Unterricht
2016-09-01,121.413466666667,Erziehung und Unterricht
2016-10-01,121.2942,Erziehung und Unterricht
2016-11-01,121.2942,Erziehung und Unterricht
2016-12-01,121.2942,Erziehung und Unterricht
2017-01-01,121.890533333333,Erziehung und Unterricht
2017-02-01,122.3676,Erziehung und Unterricht
2017-03-01,122.3676,Erziehung und Unterricht
